Gate,VOL,Trans,Cap,Tphl,Tplh
010,0.79,350,46.08,0.1936,0.1191
010,0.61,10,30.00,0.08093,0.0545
010,0.75,300,2.88,0.05354,0.01523
010,0.69,50,92.16,0.2084,0.148
010,0.71,350,7.00,0.08683,0.04153
010,0.72,200,23.04,0.1148,0.07203
010,0.66,90,184.32,0.4328,0.3029
010,0.65,250,46.08,0.2024,0.1334
010,0.64,30,150.00,0.3537,0.2426
010,0.63,250,92.16,0.3154,0.2141
010,0.66,70,11.52,0.05488,0.03605
010,0.7,150,23.04,0.1041,0.06717
010,0.69,70,5.76,0.03811,0.02329
010,0.63,200,92.16,0.2975,0.2009
010,0.69,200,150.00,0.3822,0.2684
010,0.68,300,30.00,0.1694,0.1057
010,0.66,50,30.00,0.0867,0.06004
010,0.71,50,46.08,0.1109,0.07899
010,0.6,20,2.88,0.0183,0.0123
010,0.6,150,5.76,0.06734,0.03976
010,0.74,350,23.04,0.1441,0.08333
010,0.63,150,150.00,0.4143,0.2796
010,0.63,250,46.08,0.2084,0.1378
010,0.68,300,5.76,0.07866,0.04017
010,0.7,70,2.88,0.02793,0.01585
010,0.75,70,7.00,0.03798,0.02296
010,0.64,300,7.00,0.09381,0.05251
010,0.7,120,7.00,0.05286,0.03086
010,0.66,10,23.04,0.05646,0.03928
010,0.65,90,46.08,0.1394,0.09599
010,0.66,30,184.32,0.4038,0.2865
010,0.72,120,11.52,0.06432,0.03945
010,0.73,70,2.88,0.02671,0.0145
010,0.7,50,11.52,0.04473,0.03008
010,0.7,90,92.16,0.221,0.1552
010,0.78,250,184.32,0.4175,0.2996
010,0.8,300,11.52,0.08698,0.03986
010,0.79,150,2.88,0.03508,0.01243
010,0.73,300,150.00,0.3967,0.2789
010,0.74,200,23.04,0.1115,0.06923
010,0.68,10,46.08,0.1028,0.07184
010,0.75,50,23.04,0.06296,0.04428
010,0.8,150,184.32,0.37,0.2745
010,0.79,90,23.04,0.07438,0.04992
010,0.76,70,46.08,0.1107,0.07923
010,0.72,10,11.52,0.02852,0.02038
010,0.65,90,7.00,0.05019,0.03091
010,0.78,10,150.00,0.2698,0.2036
010,0.64,120,23.04,0.1021,0.06799
010,0.76,10,30.00,0.06073,0.04427
010,0.79,300,11.52,0.08765,0.04155
010,0.67,250,11.52,0.1006,0.05841
010,0.7,150,11.52,0.07374,0.04456
010,0.75,150,46.08,0.1424,0.09765
010,0.7,250,184.32,0.4611,0.3262
010,0.71,20,184.32,0.3607,0.2656
010,0.78,120,184.32,0.3705,0.2713
010,0.8,300,150.00,0.3655,0.2582
010,0.8,150,150.00,0.3145,0.2293
010,0.61,20,46.08,0.1242,0.08321
010,0.67,350,184.32,0.5271,0.3637
010,0.65,50,7.00,0.03787,0.0245
010,0.66,90,46.08,0.1367,0.09464
010,0.64,350,2.88,0.07178,0.03427
010,0.74,50,184.32,0.3619,0.2699
010,0.71,20,11.52,0.03256,0.02297
010,0.64,30,30.00,0.08222,0.05653
010,0.7,90,23.04,0.08267,0.05623
010,0.61,20,23.04,0.06798,0.04549
010,0.67,50,46.08,0.1195,0.08291
010,0.74,250,184.32,0.4364,0.3134
010,0.72,30,184.32,0.3622,0.2664
010,0.69,70,92.16,0.2175,0.152
010,0.62,200,2.88,0.05718,0.031
010,0.75,70,30.00,0.08292,0.05819
010,0.8,200,30.00,0.119,0.0736
010,0.61,50,150.00,0.3961,0.262
010,0.68,200,30.00,0.1406,0.09021
010,0.76,30,11.52,0.03406,0.02397
010,0.79,120,46.08,0.1252,0.08737
010,0.71,30,46.08,0.1035,0.07412
010,0.6,120,184.32,0.5118,0.3473
010,0.66,300,7.00,0.08983,0.04881
010,0.74,70,150.00,0.3059,0.223
010,0.65,10,30.00,0.07287,0.05056
010,0.7,30,11.52,0.03669,0.02581
010,0.7,70,150.00,0.326,0.2332
010,0.76,350,150.00,0.4003,0.2808
010,0.71,250,150.00,0.3905,0.2728
010,0.76,50,150.00,0.2883,0.2184
010,0.78,20,150.00,0.2726,0.205
010,0.7,30,184.32,0.3746,0.2719
010,0.8,70,150.00,0.2865,0.2155
010,0.8,30,5.76,0.0227,0.01479
010,0.65,150,11.52,0.08089,0.04957
010,0.65,350,5.76,0.09197,0.04842
010,0.77,200,150.00,0.3422,0.2468
010,0.67,120,46.08,0.1465,0.1011
010,0.71,50,30.00,0.07984,0.05627
010,0.73,150,7.00,0.05528,0.03066
010,0.75,300,92.16,0.2809,0.1931
010,0.64,30,5.76,0.02753,0.01861
010,0.8,90,11.52,0.0502,0.0309
010,0.7,20,5.76,0.02165,0.01503
010,0.71,120,184.32,0.4071,0.2908
010,0.64,300,46.08,0.2249,0.1456
010,0.63,10,23.04,0.06052,0.04116
010,0.8,120,150.00,0.3014,0.2232
010,0.65,50,92.16,0.226,0.1572
010,0.65,30,2.88,0.02038,0.01301
010,0.73,10,23.04,0.0501,0.03613
010,0.76,90,7.00,0.04163,0.02435
010,0.65,150,23.04,0.1123,0.07282
010,0.63,150,7.00,0.06778,0.04025
010,0.6,20,92.16,0.2466,0.1633
010,0.76,90,46.08,0.1181,0.08359
010,0.74,300,184.32,0.4565,0.3224
010,0.68,50,92.16,0.2124,0.1509
010,0.76,250,92.16,0.2597,0.1808
010,0.74,300,2.88,0.05392,0.0167
010,0.66,20,2.88,0.01663,0.01104
010,0.76,10,11.52,0.02717,0.0195
010,0.76,70,2.88,0.02529,0.01314
010,0.67,50,2.88,0.0253,0.01517
010,0.68,150,184.32,0.4406,0.3084
010,0.67,70,7.00,0.0429,0.02687
010,0.62,30,92.16,0.2377,0.1581
010,0.69,90,5.76,0.04306,0.02554
010,0.68,90,30.00,0.09918,0.06865
010,0.77,350,46.08,0.1986,0.1234
010,0.61,200,92.16,0.3108,0.2081
010,0.64,70,46.08,0.1356,0.09209
010,0.79,50,150.00,0.2785,0.21
010,0.73,120,23.04,0.09071,0.05925
010,0.67,10,23.04,0.05547,0.03873
010,0.64,300,11.52,0.117,0.06851
010,0.78,30,7.00,0.02557,0.01706
010,0.71,300,2.88,0.05686,0.02118
010,0.69,70,150.00,0.3326,0.2361
010,0.79,20,92.16,0.1713,0.129
010,0.61,90,11.52,0.06729,0.04316
010,0.75,30,11.52,0.03441,0.02425
010,0.63,250,184.32,0.5301,0.3614
010,0.69,150,184.32,0.4327,0.3058
010,0.71,350,184.32,0.4944,0.344
010,0.67,200,7.00,0.07175,0.04063
010,0.66,250,23.04,0.142,0.08775
010,0.68,10,11.52,0.03046,0.02133
010,0.78,300,184.32,0.4337,0.3097
010,0.8,200,184.32,0.3872,0.2861
010,0.68,150,92.16,0.2508,0.1746
010,0.79,250,23.04,0.1145,0.06658
010,0.64,20,150.00,0.3464,0.2406
010,0.8,20,184.32,0.3239,0.2493
010,0.78,200,7.00,0.05808,0.02758
010,0.77,70,11.52,0.04729,0.03038
010,0.63,300,5.76,0.08887,0.04944
010,0.74,350,92.16,0.3035,0.2054
010,0.72,50,92.16,0.1979,0.1429
010,0.72,50,7.00,0.03414,0.0218
010,0.66,250,92.16,0.2974,0.2048
010,0.77,120,7.00,0.04656,0.02548
010,0.67,30,150.00,0.3295,0.2327
010,0.63,200,46.08,0.1891,0.1269
010,0.73,150,184.32,0.4045,0.2922
010,0.63,50,184.32,0.4484,0.3061
010,0.65,50,23.04,0.07321,0.05034
010,0.63,350,30.00,0.2011,0.1241
010,0.71,90,92.16,0.217,0.1533
010,0.74,150,92.16,0.2294,0.1622
010,0.6,350,150.00,0.5253,0.3489
010,0.79,10,184.32,0.3259,0.2504
010,0.65,50,11.52,0.04783,0.03234
010,0.72,50,30.00,0.07869,0.05564
010,0.77,10,5.76,0.0164,0.01163
010,0.8,120,7.00,0.04416,0.02344
010,0.64,250,184.32,0.5174,0.3556
010,0.65,150,30.00,0.1278,0.08515
010,0.7,70,23.04,0.07481,0.05199
010,0.6,10,7.00,0.0253,0.01671
010,0.7,300,92.16,0.2988,0.2057
010,0.66,150,30.00,0.1259,0.08383
010,0.8,10,150.00,0.2635,0.2022
010,0.61,150,92.16,0.2915,0.194
010,0.71,350,11.52,0.1086,0.05789
010,0.76,150,7.00,0.05253,0.02791
010,0.73,50,5.76,0.03069,0.01925
010,0.61,150,150.00,0.4364,0.2899
010,0.61,200,23.04,0.1388,0.08766
010,0.67,120,184.32,0.437,0.3048
010,0.67,300,184.32,0.5064,0.3511
010,0.77,50,30.00,0.07381,0.05257
010,0.74,50,5.76,0.03019,0.01888
010,0.77,200,23.04,0.1072,0.06525
010,0.6,200,30.00,0.1588,0.1035
010,0.78,90,2.88,0.0273,0.01284
010,0.66,20,184.32,0.4019,0.2841
010,0.62,10,92.16,0.2309,0.1537
010,0.74,70,30.00,0.08391,0.05887
010,0.74,120,150.00,0.3266,0.2358
010,0.77,250,7.00,0.06647,0.02975
010,0.7,50,30.00,0.08111,0.05697
010,0.65,200,150.00,0.4124,0.2848
010,0.6,10,150.00,0.3883,0.2579
010,0.61,90,5.76,0.05036,0.03051
010,0.73,350,92.16,0.3069,0.2083
010,0.61,20,2.88,0.01796,0.01209
010,0.63,200,30.00,0.1518,0.09808
010,0.64,250,7.00,0.08512,0.04895
010,0.62,250,30.00,0.172,0.1094
010,0.79,10,30.00,0.05869,0.04352
010,0.67,120,30.00,0.1124,0.07637
010,0.77,50,92.16,0.1841,0.1373
010,0.66,350,46.08,0.2348,0.1496
010,0.8,200,7.00,0.05654,0.0252
010,0.78,10,46.08,0.08762,0.06555
010,0.69,150,11.52,0.07505,0.04547
010,0.73,350,184.32,0.4805,0.3364
010,0.71,30,5.76,0.02507,0.01682
010,0.6,200,7.00,0.08438,0.04984
010,0.66,250,2.88,0.05751,0.02779
010,0.68,70,92.16,0.2216,0.154
010,0.64,120,92.16,0.2577,0.1772
010,0.6,250,150.00,0.4842,0.3216
010,0.68,90,184.32,0.4151,0.2951
010,0.72,90,23.04,0.08051,0.05472
010,0.71,30,7.00,0.02738,0.01881
010,0.77,50,46.08,0.1022,0.07434
010,0.76,50,184.32,0.3517,0.2621
010,0.71,70,7.00,0.04023,0.02496
010,0.65,50,46.08,0.1244,0.08548
010,0.62,70,2.88,0.03328,0.01962
010,0.74,120,30.00,0.1031,0.06931
010,0.78,20,184.32,0.3304,0.2528
010,0.8,300,30.00,0.141,0.08264
010,0.63,200,184.32,0.5122,0.3456
010,0.68,70,150.00,0.3395,0.2391
010,0.65,50,150.00,0.3558,0.2443
010,0.67,10,184.32,0.3905,0.2799
010,0.68,90,2.88,0.03282,0.01839
010,0.62,350,30.00,0.2048,0.1266
010,0.75,30,150.00,0.2883,0.212
010,0.64,30,11.52,0.04058,0.02797
010,0.68,30,7.00,0.02849,0.01963
010,0.68,70,46.08,0.1242,0.087
010,0.66,10,184.32,0.3986,0.2858
010,0.71,150,2.88,0.03979,0.01904
010,0.77,350,5.76,0.07194,0.02538
010,0.74,20,11.52,0.03136,0.02221
010,0.8,20,11.52,0.0293,0.02095
010,0.8,350,92.16,0.2829,0.19
010,0.6,70,46.08,0.148,0.0987
010,0.61,70,2.88,0.03392,0.02011
010,0.73,20,2.88,0.01519,0.00993
010,0.61,120,11.52,0.07814,0.04878
010,0.77,250,30.00,0.1361,0.08316
010,0.65,10,184.32,0.4036,0.2873
010,0.76,200,7.00,0.05978,0.0298
010,0.74,10,7.00,0.01927,0.01371
010,0.71,70,23.04,0.07389,0.05129
010,0.7,200,2.88,0.04701,0.02128
010,0.6,200,184.32,0.5526,0.3675
010,0.78,300,30.00,0.1449,0.08643
010,0.64,70,2.88,0.03175,0.01863
010,0.68,200,23.04,0.1228,0.07737
010,0.7,250,11.52,0.09439,0.05365
010,0.67,20,46.08,0.1072,0.07517
010,0.77,10,7.00,0.0186,0.01334
010,0.73,70,150.00,0.3092,0.2251
010,0.62,200,7.00,0.08058,0.04715
010,0.79,200,23.04,0.1041,0.06261
010,0.69,250,11.52,0.0964,0.05524
010,0.72,250,7.00,0.07225,0.03657
010,0.68,200,11.52,0.08781,0.05201
010,0.64,350,5.76,0.09446,0.05053
010,0.7,300,184.32,0.4827,0.3376
010,0.61,300,2.88,0.07252,0.03791
010,0.61,50,5.76,0.03692,0.0237
010,0.76,10,2.88,0.01137,0.00784
010,0.75,50,30.00,0.07562,0.05371
010,0.8,300,23.04,0.1222,0.06837
010,0.76,120,7.00,0.0472,0.02637
010,0.75,30,46.08,0.09842,0.07108
010,0.79,90,46.08,0.1145,0.08108
010,0.76,30,23.04,0.05491,0.03947
010,0.71,120,23.04,0.09295,0.06105
010,0.63,20,30.00,0.08083,0.05468
010,0.77,30,5.76,0.02345,0.01543
010,0.62,350,11.52,0.1338,0.07744
010,0.8,90,46.08,0.1135,0.08034
010,0.73,90,5.76,0.03983,0.02323
010,0.77,20,11.52,0.03033,0.02156
010,0.68,30,23.04,0.0617,0.04317
010,0.65,10,2.88,0.0132,0.00906
010,0.73,250,5.76,0.06504,0.03074
010,0.62,350,2.88,0.0763,0.0384
010,0.67,70,92.16,0.2261,0.1561
010,0.6,300,7.00,0.1047,0.06043
010,0.73,350,23.04,0.1471,0.08544
010,0.68,120,30.00,0.1108,0.07527
010,0.73,20,5.76,0.02088,0.01449
010,0.78,20,2.88,0.01438,0.00917
010,0.75,90,7.00,0.04239,0.02493
010,0.61,30,7.00,0.03214,0.02182
010,0.62,20,184.32,0.4459,0.3041
010,0.68,30,92.16,0.2062,0.1441
010,0.64,250,46.08,0.2053,0.1356
010,0.67,30,92.16,0.2107,0.146
010,0.65,20,11.52,0.036,0.02489
010,0.74,30,11.52,0.03483,0.02454
010,0.71,300,46.08,0.2021,0.1298
010,0.73,250,92.16,0.2687,0.187
010,0.63,50,5.76,0.03588,0.02287
010,0.79,250,184.32,0.4133,0.2971
010,0.61,200,184.32,0.5339,0.3592
010,0.67,150,92.16,0.2551,0.1765
010,0.77,50,5.76,0.02879,0.01785
010,0.78,30,92.16,0.1747,0.1302
010,0.79,200,92.16,0.2333,0.1647
010,0.8,70,184.32,0.3408,0.2583
010,0.64,90,23.04,0.09055,0.06132
010,0.66,30,92.16,0.2155,0.148
010,0.79,70,11.52,0.04621,0.02928
010,0.74,300,7.00,0.07528,0.03493
010,0.76,90,30.00,0.08953,0.06184
010,0.7,300,150.00,0.4149,0.2889
010,0.8,70,5.76,0.03207,0.01833
010,0.69,10,7.00,0.02072,0.01452
010,0.7,200,7.00,0.06722,0.03692
010,0.67,300,92.16,0.312,0.2142
010,0.75,150,23.04,0.09722,0.06192
010,0.7,70,5.76,0.03738,0.02281
010,0.67,350,11.52,0.1189,0.06665
010,0.7,90,46.08,0.1282,0.08981
010,0.69,250,150.00,0.4025,0.28
010,0.62,300,2.88,0.07012,0.03613
010,0.75,300,7.00,0.07501,0.03339
010,0.64,250,150.00,0.4396,0.3003
010,0.73,30,23.04,0.05714,0.04072
010,0.69,30,5.76,0.0256,0.01732
010,0.62,200,46.08,0.1922,0.129
010,0.68,300,92.16,0.3069,0.2113
010,0.74,70,5.76,0.03512,0.02098
010,0.6,300,30.00,0.1966,0.1229
010,0.72,120,5.76,0.04651,0.02618
010,0.74,150,2.88,0.03757,0.01642
010,0.61,10,184.32,0.4512,0.3057
010,0.7,50,2.88,0.02408,0.01414
010,0.76,70,184.32,0.3571,0.266
010,0.65,90,5.76,0.0462,0.02798
010,0.78,20,23.04,0.05018,0.03668
010,0.72,90,184.32,0.3837,0.2839
010,0.74,50,11.52,0.04252,0.02862
010,0.67,90,7.00,0.04847,0.02967
010,0.65,200,184.32,0.4903,0.3359
010,0.73,250,150.00,0.3796,0.2667
010,0.77,20,92.16,0.1755,0.1317
010,0.7,200,184.32,0.4441,0.3161
010,0.75,30,23.04,0.05562,0.03988
010,0.76,70,92.16,0.1948,0.1412
010,0.63,150,184.32,0.4918,0.3322
010,0.64,50,7.00,0.03839,0.02491
010,0.73,300,23.04,0.1359,0.08108
010,0.68,10,184.32,0.3829,0.2725
010,0.6,70,5.76,0.04487,0.02783
010,0.78,150,23.04,0.09321,0.05897
010,0.73,350,11.52,0.1044,0.05417
010,0.6,350,92.16,0.3754,0.2508
010,0.71,50,5.76,0.0317,0.01979
010,0.75,30,92.16,0.1809,0.1346
010,0.66,90,2.88,0.03439,0.0196
010,0.76,20,30.00,0.06389,0.04662
010,0.6,70,184.32,0.488,0.3311
010,0.61,300,23.04,0.1718,0.105
010,0.62,50,11.52,0.0502,0.03389
010,0.72,350,92.16,0.3103,0.2094
010,0.76,90,2.88,0.0282,0.01388
010,0.74,50,46.08,0.1064,0.07649
010,0.76,350,46.08,0.2012,0.1258
010,0.73,200,92.16,0.2501,0.1759
010,0.67,200,5.76,0.06563,0.03642
010,0.64,300,150.00,0.4612,0.3136
010,0.6,50,150.00,0.4083,0.2676
010,0.69,10,23.04,0.0535,0.03775
010,0.66,70,2.88,0.03033,0.01768
010,0.71,20,150.00,0.3013,0.2218
010,0.74,90,184.32,0.3751,0.2782
010,0.75,30,30.00,0.0682,0.0495
010,0.71,90,46.08,0.1263,0.08871
010,0.61,150,30.00,0.1367,0.09081
010,0.66,10,46.08,0.1074,0.07373
010,0.75,10,92.16,0.1757,0.1312
010,0.78,120,7.00,0.04569,0.02479
010,0.72,300,184.32,0.4691,0.3306
010,0.69,350,46.08,0.2248,0.1422
010,0.7,50,7.00,0.03517,0.02244
010,0.76,30,2.88,0.0174,0.0106
010,0.75,120,5.76,0.04397,0.02393
010,0.74,200,5.76,0.05658,0.0281
010,0.69,90,46.08,0.1301,0.09092
010,0.8,90,150.00,0.2942,0.2181
010,0.75,200,5.76,0.0557,0.02699
010,0.76,200,150.00,0.3468,0.2483
010,0.74,120,92.16,0.2175,0.1563
010,0.72,50,150.00,0.3081,0.2256
010,0.72,350,150.00,0.4203,0.2922
010,0.64,120,46.08,0.1546,0.1052
010,0.69,90,2.88,0.03233,0.0178
010,0.75,150,184.32,0.3921,0.2861
010,0.6,150,30.00,0.1393,0.09238
010,0.67,150,184.32,0.449,0.3133
010,0.75,30,7.00,0.02632,0.0178
010,0.8,350,46.08,0.1912,0.117
010,0.62,300,11.52,0.1232,0.07237
010,0.76,120,92.16,0.213,0.1528
010,0.68,200,46.08,0.175,0.1177
010,0.77,90,150.00,0.304,0.2232
010,0.77,120,23.04,0.08581,0.05594
010,0.76,120,150.00,0.317,0.2305
010,0.66,300,5.76,0.08258,0.04385
010,0.68,20,7.00,0.02487,0.01729
010,0.69,50,46.08,0.115,0.08076
010,0.64,250,2.88,0.06068,0.03074
010,0.72,150,5.76,0.05169,0.02803
010,0.73,120,150.00,0.3314,0.2374
010,0.66,90,150.00,0.3586,0.2531
010,0.61,50,11.52,0.05122,0.03447
010,0.77,10,46.08,0.08867,0.06554
010,0.66,300,150.00,0.4439,0.3045
010,0.67,250,46.08,0.1968,0.1294
010,0.61,300,30.00,0.1934,0.1206
010,0.79,200,2.88,0.04085,0.01178
010,0.77,10,23.04,0.04745,0.03475
010,0.76,20,5.76,0.02026,0.01391
010,0.77,250,150.00,0.3602,0.2565
010,0.64,120,5.76,0.05443,0.03239
010,0.65,350,92.16,0.3413,0.2311
010,0.8,200,46.08,0.1518,0.09957
010,0.77,120,150.00,0.3126,0.2277
010,0.6,90,5.76,0.0513,0.03117
010,0.6,150,23.04,0.1216,0.07921
010,0.77,10,184.32,0.3335,0.2525
010,0.69,90,11.52,0.0588,0.03755
010,0.61,90,92.16,0.2693,0.1781
010,0.78,150,30.00,0.1079,0.07041
010,0.75,350,2.88,0.05772,0.01453
010,0.73,250,30.00,0.1439,0.08985
010,0.64,250,11.52,0.1063,0.06324
010,0.69,150,23.04,0.106,0.06826
010,0.65,200,92.16,0.2858,0.1948
010,0.65,300,5.76,0.08469,0.0457
010,0.78,70,30.00,0.08029,0.05636
010,0.73,120,30.00,0.1043,0.07022
010,0.63,50,46.08,0.13,0.08819
010,0.79,350,23.04,0.1329,0.07271
010,0.65,70,5.76,0.04083,0.02522
010,0.72,300,2.88,0.05592,0.01958
010,0.74,70,184.32,0.368,0.2706
010,0.72,200,5.76,0.05963,0.0304
010,0.66,50,7.00,0.03726,0.02411
010,0.75,150,92.16,0.2265,0.1604
010,0.78,50,23.04,0.06092,0.04284
010,0.66,20,7.00,0.02564,0.01778
010,0.62,70,46.08,0.1414,0.09533
010,0.7,120,46.08,0.1396,0.09718
010,0.8,90,92.16,0.1924,0.1407
010,0.66,200,5.76,0.06748,0.03771
010,0.68,150,7.00,0.06075,0.03534
010,0.69,150,7.00,0.05953,0.03436
010,0.76,30,30.00,0.06743,0.04904
010,0.69,200,7.00,0.06826,0.03818
010,0.62,20,46.08,0.1207,0.08163
010,0.77,350,30.00,0.1573,0.0925
010,0.8,350,150.00,0.3826,0.2691
010,0.65,10,7.00,0.02231,0.01533
010,0.73,90,2.88,0.02993,0.01552
010,0.68,70,5.76,0.03877,0.02377
010,0.69,20,150.00,0.3119,0.2247
010,0.63,20,2.88,0.01736,0.01171
010,0.62,10,7.00,0.02392,0.0161
010,0.74,70,92.16,0.2005,0.1438
010,0.7,150,150.00,0.3595,0.2525
010,0.73,70,11.52,0.04946,0.03231
010,0.79,150,92.16,0.2165,0.154
010,0.79,300,30.00,0.1429,0.08438
010,0.64,120,150.00,0.3927,0.2667
010,0.68,300,2.88,0.06013,0.02588
010,0.65,120,5.76,0.05326,0.03161
010,0.74,300,46.08,0.1937,0.1237
010,0.62,90,92.16,0.2622,0.1747
010,0.61,200,30.00,0.1563,0.1016
010,0.8,30,2.88,0.01652,0.00973
010,0.79,200,11.52,0.07254,0.03862
010,0.7,30,5.76,0.02537,0.01707
010,0.73,20,92.16,0.1855,0.1337
010,0.66,120,46.08,0.1493,0.1025
010,0.64,200,184.32,0.501,0.3405
010,0.78,120,5.76,0.04186,0.02175
010,0.6,120,7.00,0.06436,0.03895
010,0.63,250,23.04,0.1497,0.09301
010,0.72,150,23.04,0.1014,0.06506
010,0.75,70,5.76,0.03459,0.02043
010,0.66,300,184.32,0.5154,0.3561
010,0.65,70,150.00,0.3626,0.2496
010,0.67,250,150.00,0.416,0.2875
010,0.74,90,23.04,0.0788,0.05334
010,0.72,120,92.16,0.225,0.1594
010,0.72,150,11.52,0.0713,0.04262
010,0.74,10,5.76,0.01702,0.01201
010,0.72,200,11.52,0.08179,0.04697
010,0.66,30,30.00,0.07869,0.05487
010,0.69,150,30.00,0.1209,0.08015
010,0.75,90,11.52,0.05418,0.03388
010,0.62,90,5.76,0.04932,0.02986
010,0.73,50,184.32,0.3673,0.2724
010,0.68,150,30.00,0.1225,0.08135
010,0.61,90,2.88,0.03863,0.02261
010,0.6,150,11.52,0.08942,0.05485
010,0.61,70,46.08,0.1446,0.09687
010,0.64,90,11.52,0.06372,0.04094
010,0.71,150,7.00,0.05709,0.03252
010,0.71,200,46.08,0.1682,0.1129
010,0.73,300,5.76,0.07141,0.03181
010,0.66,150,23.04,0.1106,0.07163
010,0.79,10,92.16,0.1677,0.126
010,0.72,70,150.00,0.3132,0.2273
010,0.77,30,92.16,0.1765,0.1321
010,0.8,70,11.52,0.04566,0.02899
010,0.77,10,150.00,0.2733,0.2041
010,0.79,150,23.04,0.09197,0.05804
010,0.61,70,30.00,0.1046,0.0705
010,0.6,300,2.88,0.07406,0.04004
010,0.79,350,150.00,0.3863,0.2721
010,0.6,300,11.52,0.1291,0.07622
010,0.61,250,184.32,0.5582,0.3747
010,0.64,150,5.76,0.06102,0.03574
010,0.66,350,2.88,0.06816,0.03034
010,0.67,90,23.04,0.08611,0.05868
010,0.75,90,2.88,0.02866,0.01442
010,0.66,70,46.08,0.1292,0.08933
010,0.62,150,23.04,0.1176,0.0765
010,0.77,90,23.04,0.0762,0.0512
010,0.65,20,184.32,0.4117,0.2887
010,0.75,250,11.52,0.08578,0.04583
010,0.77,200,184.32,0.4024,0.2938
010,0.75,250,30.00,0.1393,0.08683
010,0.78,70,11.52,0.04675,0.02992
010,0.64,20,5.76,0.02378,0.01637
010,0.66,200,46.08,0.1802,0.1212
010,0.8,50,11.52,0.03979,0.0264
010,0.66,350,5.76,0.08973,0.0463
010,0.77,120,30.00,0.09936,0.06656
010,0.7,10,92.16,0.1889,0.135
010,0.66,300,2.88,0.0627,0.02921
010,0.61,10,2.88,0.01427,0.00966
010,0.68,30,30.00,0.07571,0.05336
010,0.62,90,11.52,0.06612,0.04238
010,0.6,50,23.04,0.08143,0.05463
010,0.64,90,2.88,0.03597,0.0208
010,0.79,300,23.04,0.1241,0.06989
010,0.74,50,92.16,0.1919,0.1399
010,0.61,300,92.16,0.3476,0.2347
010,0.64,20,11.52,0.0368,0.02529
010,0.74,70,23.04,0.07101,0.0493
010,0.75,200,184.32,0.4102,0.2996
010,0.76,300,92.16,0.2776,0.1909
010,0.63,300,2.88,0.06804,0.03436
010,0.78,200,30.00,0.1219,0.07647
010,0.79,300,184.32,0.4285,0.3068
010,0.65,250,23.04,0.1445,0.08948
010,0.68,350,92.16,0.3265,0.2225
010,0.6,350,2.88,0.08116,0.04257
010,0.64,120,11.52,0.07358,0.04602
010,0.77,70,92.16,0.1922,0.14
010,0.65,50,2.88,0.02626,0.01589
010,0.71,200,11.52,0.08262,0.04821
010,0.64,90,92.16,0.2497,0.1688
010,0.61,90,7.00,0.05443,0.03346
010,0.8,90,184.32,0.3517,0.2653
010,0.63,70,46.08,0.1384,0.09352
010,0.77,50,184.32,0.3467,0.2608
010,0.63,50,2.88,0.02725,0.01661
010,0.6,90,2.88,0.03971,0.02324
010,0.6,300,23.04,0.1749,0.1071
010,0.78,30,2.88,0.01694,0.0102
010,0.66,70,7.00,0.04366,0.02736
010,0.66,50,184.32,0.4177,0.2923
010,0.66,90,11.52,0.06165,0.03955
010,0.73,300,2.88,0.0549,0.01813
010,0.79,30,5.76,0.02301,0.01499
010,0.67,250,92.16,0.2929,0.202
010,0.63,20,92.16,0.2248,0.1528
010,0.63,20,5.76,0.02422,0.01664
010,0.69,70,7.00,0.04155,0.02594
010,0.7,200,23.04,0.1188,0.07461
010,0.73,10,7.00,0.01952,0.01387
010,0.68,200,2.88,0.04875,0.02354
010,0.67,70,184.32,0.4144,0.2932
010,0.8,120,11.52,0.05668,0.03334
010,0.79,250,11.52,0.08047,0.04017
010,0.67,20,30.00,0.07342,0.0517
010,0.61,90,30.00,0.1129,0.07622
010,0.62,150,30.00,0.1342,0.08932
010,0.72,20,11.52,0.03214,0.0227
010,0.6,30,5.76,0.02962,0.01996
010,0.63,300,11.52,0.1201,0.07043
010,0.61,70,7.00,0.04771,0.03001
010,0.78,90,92.16,0.1961,0.143
010,0.77,120,2.88,0.03187,0.01387
010,0.76,120,2.88,0.03244,0.01454
010,0.76,120,184.32,0.3795,0.2768
010,0.67,30,30.00,0.07714,0.05406
010,0.7,30,2.88,0.01883,0.01187
010,0.65,120,30.00,0.116,0.07865
010,0.63,120,5.76,0.05567,0.03318
010,0.64,30,46.08,0.1193,0.08124
010,0.6,120,92.16,0.2876,0.1893
010,0.63,90,46.08,0.1453,0.09905
010,0.62,30,23.04,0.06981,0.04745
010,0.7,30,23.04,0.0597,0.04209
010,0.69,10,2.88,0.01241,0.00857
010,0.8,50,92.16,0.1774,0.1342
010,0.61,200,46.08,0.196,0.1311
010,0.66,120,5.76,0.05214,0.03083
010,0.76,250,5.76,0.062,0.02652
010,0.71,150,150.00,0.3537,0.2497
010,0.69,150,46.08,0.1534,0.1056
010,0.69,300,30.00,0.1664,0.1037
010,0.8,30,11.52,0.03283,0.02292
010,0.67,50,92.16,0.2166,0.1526
010,0.62,350,7.00,0.1082,0.06056
010,0.72,150,46.08,0.1474,0.1015
010,0.73,150,11.52,0.07013,0.04174
010,0.72,150,150.00,0.3482,0.2467
010,0.75,20,30.00,0.06477,0.04702
010,0.78,120,23.04,0.08465,0.05508
010,0.8,200,150.00,0.3313,0.2394
