[
    [0.0, 1.0, 0.0, 0.61, 10.0, 23.04, 0.06391, 0.04261], 
    [0.0, 1.0, 0.0, 0.61, 70.0, 11.52, 0.05931, 0.03897], 
    [0.0, 1.0, 0.0, 0.61, 70.0, 5.76, 0.04415, 0.02731], 
    [0.0, 1.0, 0.0, 0.61, 250.0, 30.0, 0.1749, 0.1114], 
    [0.0, 1.0, 0.0, 0.61, 200.0, 2.88, 0.05879, 0.0323], 
    [0.0, 1.0, 0.0, 0.61, 70.0, 150.0, 0.4005, 0.2673], 
    [0.0, 1.0, 0.0, 0.61, 120.0, 46.08, 0.164, 0.1105], 
    [0.0, 1.0, 0.0, 0.61, 30.0, 2.88, 0.0218, 0.01396], 
    [0.0, 1.0, 0.0, 0.61, 350.0, 7.0, 0.1112, 0.06278], 
    [0.0, 1.0, 0.0, 0.61, 200.0, 7.0, 0.08236, 0.04848], 
    [0.0, 1.0, 0.0, 0.61, 20.0, 7.0, 0.02834, 0.01923], 
    [0.0, 1.0, 0.0, 0.61, 350.0, 2.88, 0.07868, 0.04047], 
    [0.0, 1.0, 0.0, 0.61, 120.0, 30.0, 0.1245, 0.08378], 
    [0.0, 1.0, 0.0, 0.61, 50.0, 2.88, 0.02826, 0.01733], 
    [0.0, 1.0, 0.0, 0.61, 120.0, 184.32, 0.4963, 0.336], 
    [0.0, 1.0, 0.0, 0.61, 30.0, 150.0, 0.3828, 0.2562], 
    [0.0, 1.0, 0.0, 0.61, 50.0, 30.0, 0.09691, 0.06504], 
    [0.0, 1.0, 0.0, 0.61, 150.0, 23.04, 0.1196, 0.07783], 
    [0.0, 1.0, 0.0, 0.61, 150.0, 7.0, 0.07106, 0.04223], 
    [0.0, 1.0, 0.0, 0.61, 300.0, 150.0, 0.4918, 0.3293], 
    [0.0, 1.0, 0.0, 0.61, 20.0, 5.76, 0.02518, 0.01717], 
    [0.0, 1.0, 0.0, 0.61, 120.0, 7.0, 0.06301, 0.03811], 
    [0.0, 1.0, 0.0, 0.61, 150.0, 11.52, 0.08764, 0.05374], 
    [0.0, 1.0, 0.0, 0.61, 350.0, 150.0, 0.513, 0.3427], 
    [0.0, 1.0, 0.0, 0.61, 350.0, 11.52, 0.1359, 0.07965], 
    [0.0, 1.0, 0.0, 0.61, 150.0, 184.32, 0.5173, 0.345], 
    [0.0, 1.0, 0.0, 0.61, 200.0, 11.52, 0.1016, 0.0614], 
    [0.0, 1.0, 0.0, 0.61, 300.0, 11.52, 0.1261, 0.07433], 
    [0.0, 1.0, 0.0, 0.61, 20.0, 150.0, 0.3794, 0.2542], 
    [0.0, 1.0, 0.0, 0.61, 90.0, 150.0, 0.4099, 0.2753], 
    [0.0, 1.0, 0.0, 0.61, 50.0, 7.0, 0.04005, 0.02611], 
    [0.0, 1.0, 0.0, 0.61, 300.0, 7.0, 0.102, 0.05817], 
    [0.0, 1.0, 0.0, 0.61, 120.0, 2.88, 0.04472, 0.02579], 
    [0.0, 1.0, 0.0, 0.61, 300.0, 5.76, 0.09411, 0.05325], 
    [0.0, 1.0, 0.0, 0.61, 70.0, 23.04, 0.0877, 0.05918], 
    [0.0, 1.0, 0.0, 0.61, 10.0, 92.16, 0.238, 0.1569], 
    [0.0, 1.0, 0.0, 0.61, 50.0, 184.32, 0.4727, 0.3167], 
    [0.0, 1.0, 0.0, 0.61, 10.0, 11.52, 0.03562, 0.02377], 
    [0.0, 1.0, 0.0, 0.61, 250.0, 46.08, 0.2154, 0.1425], 
    [0.0, 1.0, 0.0, 0.61, 350.0, 184.32, 0.5941, 0.399], 
    [0.0, 1.0, 0.0, 0.61, 30.0, 5.76, 0.02904, 0.0196], 
    [0.0, 1.0, 0.0, 0.61, 120.0, 5.76, 0.05823, 0.03483], 
    [0.0, 1.0, 0.0, 0.61, 350.0, 23.04, 0.1851, 0.1125], 
    [0.0, 1.0, 0.0, 0.61, 120.0, 92.16, 0.2794, 0.187]
]
