[
    [0.0, 1.0, 0.0, 0.61, 30.0, 184.32, 0.4591, 0.3127], 
    [0.0, 1.0, 0.0, 0.61, 200.0, 150.0, 0.4562, 0.303], 
    [0.0, 1.0, 0.0, 0.61, 120.0, 23.04, 0.1076, 0.07136], 
    [0.0, 1.0, 0.0, 0.61, 350.0, 30.0, 0.2086, 0.1291], 
    [0.0, 1.0, 0.0, 0.61, 20.0, 30.0, 0.08534, 0.05695], 
    [0.0, 1.0, 0.0, 0.61, 300.0, 184.32, 0.5729, 0.3857], 
    [0.0, 1.0, 0.0, 0.61, 350.0, 5.76, 0.1026, 0.05699], 
    [0.0, 1.0, 0.0, 0.61, 30.0, 46.08, 0.129, 0.08641], 
    [0.0, 1.0, 0.0, 0.61, 10.0, 46.08, 0.1205, 0.0801], 
    [0.0, 1.0, 0.0, 0.61, 90.0, 46.08, 0.152, 0.1024], 
    [0.0, 1.0, 0.0, 0.61, 50.0, 46.08, 0.1365, 0.09148], 
    [0.0, 1.0, 0.0, 0.61, 250.0, 23.04, 0.1552, 0.09667], 
    [0.0, 1.0, 0.0, 0.61, 20.0, 11.52, 0.03962, 0.02661], 
    [0.0, 1.0, 0.0, 0.61, 30.0, 30.0, 0.08919, 0.05969], 
    [0.0, 1.0, 0.0, 0.61, 50.0, 92.16, 0.2493, 0.1677], 
    [0.0, 1.0, 0.0, 0.61, 50.0, 23.04, 0.07952, 0.05365], 
    [0.0, 1.0, 0.0, 0.61, 300.0, 46.08, 0.2358, 0.1533], 
    [0.0, 1.0, 0.0, 0.61, 30.0, 11.52, 0.04324, 0.0294], 
    [0.0, 1.0, 0.0, 0.61, 250.0, 5.76, 0.085, 0.049], 
    [0.0, 1.0, 0.0, 0.61, 90.0, 23.04, 0.09576, 0.06431], 
    [0.0, 1.0, 0.0, 0.61, 250.0, 7.0, 0.09216, 0.05356], 
    [0.0, 1.0, 0.0, 0.61, 10.0, 150.0, 0.3752, 0.2542], 
    [0.0, 1.0, 0.0, 0.61, 30.0, 23.04, 0.07161, 0.04823], 
    [0.0, 1.0, 0.0, 0.61, 350.0, 46.08, 0.255, 0.1631], 
    [0.0, 1.0, 0.0, 0.61, 150.0, 2.88, 0.05045, 0.0285], 
    [0.0, 1.0, 0.0, 0.61, 250.0, 11.52, 0.1143, 0.06819], 
    [0.0, 1.0, 0.0, 0.61, 250.0, 92.16, 0.3298, 0.2212], 
    [0.0, 1.0, 0.0, 0.61, 20.0, 92.16, 0.2389, 0.1607], 
    [0.0, 1.0, 0.0, 0.61, 90.0, 184.32, 0.4869, 0.3305], 
    [0.0, 1.0, 0.0, 0.61, 120.0, 150.0, 0.4237, 0.2814], 
    [0.0, 1.0, 0.0, 0.61, 250.0, 2.88, 0.06601, 0.03523], 
    [0.0, 1.0, 0.0, 0.61, 20.0, 184.32, 0.4588, 0.3091], 
    [0.0, 1.0, 0.0, 0.61, 70.0, 184.32, 0.4739, 0.3244], 
    [0.0, 1.0, 0.0, 0.61, 70.0, 92.16, 0.2595, 0.1722], 
    [0.0, 1.0, 0.0, 0.61, 10.0, 30.0, 0.08093, 0.0545], 
    [0.0, 1.0, 0.0, 0.61, 20.0, 46.08, 0.1242, 0.08321], 
    [0.0, 1.0, 0.0, 0.61, 20.0, 23.04, 0.06798, 0.04549], 
    [0.0, 1.0, 0.0, 0.61, 50.0, 150.0, 0.3961, 0.262], 
    [0.0, 1.0, 0.0, 0.61, 200.0, 92.16, 0.3108, 0.2081], 
    [0.0, 1.0, 0.0, 0.61, 90.0, 11.52, 0.06729, 0.04316], 
    [0.0, 1.0, 0.0, 0.61, 150.0, 92.16, 0.2915, 0.194], 
    [0.0, 1.0, 0.0, 0.61, 150.0, 150.0, 0.4364, 0.2899], 
    [0.0, 1.0, 0.0, 0.61, 200.0, 23.04, 0.1388, 0.08766], 
    [0.0, 1.0, 0.0, 0.61, 90.0, 5.76, 0.05036, 0.03051], 
    [0.0, 1.0, 0.0, 0.61, 20.0, 2.88, 0.01796, 0.01209], 
    [0.0, 1.0, 0.0, 0.61, 70.0, 2.88, 0.03392, 0.02011], 
    [0.0, 1.0, 0.0, 0.61, 120.0, 11.52, 0.07814, 0.04878], 
    [0.0, 1.0, 0.0, 0.61, 300.0, 2.88, 0.07252, 0.03791], 
    [0.0, 1.0, 0.0, 0.61, 50.0, 5.76, 0.03692, 0.0237], 
    [0.0, 1.0, 0.0, 0.61, 30.0, 7.0, 0.03214, 0.02182], 
    [0.0, 1.0, 0.0, 0.61, 200.0, 184.32, 0.5339, 0.3592], 
    [0.0, 1.0, 0.0, 0.61, 10.0, 184.32, 0.4512, 0.3057], 
    [0.0, 1.0, 0.0, 0.61, 300.0, 23.04, 0.1718, 0.105], 
    [0.0, 1.0, 0.0, 0.61, 150.0, 30.0, 0.1367, 0.09081], 
    [0.0, 1.0, 0.0, 0.61, 50.0, 11.52, 0.05122, 0.03447], 
    [0.0, 1.0, 0.0, 0.61, 300.0, 30.0, 0.1934, 0.1206], 
    [0.0, 1.0, 0.0, 0.61, 90.0, 92.16, 0.2693, 0.1781], 
    [0.0, 1.0, 0.0, 0.61, 200.0, 30.0, 0.1563, 0.1016], 
    [0.0, 1.0, 0.0, 0.61, 90.0, 2.88, 0.03863, 0.02261], 
    [0.0, 1.0, 0.0, 0.61, 70.0, 46.08, 0.1446, 0.09687], 
    [0.0, 1.0, 0.0, 0.61, 70.0, 30.0, 0.1046, 0.0705], 
    [0.0, 1.0, 0.0, 0.61, 250.0, 184.32, 0.5582, 0.3747], 
    [0.0, 1.0, 0.0, 0.61, 10.0, 2.88, 0.01427, 0.00966], 
    [0.0, 1.0, 0.0, 0.61, 300.0, 92.16, 0.3476, 0.2347], 
    [0.0, 1.0, 0.0, 0.61, 90.0, 7.0, 0.05443, 0.03346], 
    [0.0, 1.0, 0.0, 0.61, 90.0, 30.0, 0.1129, 0.07622], 
    [0.0, 1.0, 0.0, 0.61, 70.0, 7.0, 0.04771, 0.03001], 
    [0.0, 1.0, 0.0, 0.61, 200.0, 46.08, 0.196, 0.1311], 
    [0.0, 1.0, 0.0, 0.61, 200.0, 5.76, 0.07614, 0.04409], 
    [0.0, 1.0, 0.0, 0.61, 350.0, 92.16, 0.3679, 0.2465], 
    [0.0, 1.0, 0.0, 0.61, 10.0, 5.76, 0.02142, 0.01438], 
    [0.0, 1.0, 0.0, 0.61, 150.0, 5.76, 0.06567, 0.03873], 
    [0.0, 1.0, 0.0, 0.61, 10.0, 7.0, 0.02456, 0.01639], 
    [0.0, 1.0, 0.0, 0.61, 250.0, 150.0, 0.4703, 0.3158], 
    [0.0, 1.0, 0.0, 0.61, 150.0, 46.08, 0.1767, 0.1188], 
    [0.0, 1.0, 0.0, 0.61, 30.0, 92.16, 0.2436, 0.1612], 
